station,sequence,origin,turbidity_ntu,ph,temperature_c,forecast_h6_ntu,alum_percent,chlorine_percent,global_round,algorithm
virtual,192,DISCLOSED_DIGITAL_TWIN,0.29,9.41,26.7,0.2831497047876747,20.228349960639694,12.4704,10,RG_AdaFedResidual
austin,193,PUBLISHED_FIELD,0.5,9.35,26.84,0.5494807095728264,19.38189971514085,11.752120601838834,10,RG_AdaFedResidual
tongji,193,PUBLISHED_FIELD,19.57,7.87,25.65,18.518649882286013,18.6866601343831,11.564081632653064,10,RG_AdaFedResidual
virtual,193,DISCLOSED_DIGITAL_TWIN,0.33,9.4,26.79,0.3011927061372074,20.245233873443137,12.506514285714289,10,RG_AdaFedResidual
austin,194,PUBLISHED_FIELD,0.56,9.35,26.85,0.5560789743475782,19.396424955885948,11.75614285714286,10,RG_AdaFedResidual
tongji,194,PUBLISHED_FIELD,18.84,7.86,26.97,18.505616118206422,18.426099781693427,11.98326530612245,10,RG_AdaFedResidual
virtual,194,DISCLOSED_DIGITAL_TWIN,0.38,9.37,27.03,0.3334162745052129,20.156172925775984,12.600228571428572,10,RG_AdaFedResidual
austin,195,PUBLISHED_FIELD,0.55,9.33,26.98,0.5553507855577697,19.27638494235319,11.802372176523903,10,RG_AdaFedResidual
tongji,195,PUBLISHED_FIELD,16.23,7.99,27.62,18.570156601359844,19.055636014889043,12.193339725225574,10,RG_AdaFedResidual
virtual,195,DISCLOSED_DIGITAL_TWIN,0.35,9.46,26.91,0.3500852961379644,20.639064478063005,12.55314675639488,10,RG_AdaFedResidual
austin,196,PUBLISHED_FIELD,0.52,9.31,27.01,0.5550492654176165,19.16233240153964,11.81307353994647,10,RG_AdaFedResidual
tongji,196,PUBLISHED_FIELD,19.11,8.040000000000001,29.03,18.6147902936219,19.48097565008487,12.69496598639456,10,RG_AdaFedResidual
virtual,196,DISCLOSED_DIGITAL_TWIN,0.28,9.44,26.79,0.3497504979306697,20.519413707456216,12.507417165619689,10,RG_AdaFedResidual
austin,197,PUBLISHED_FIELD,0.53,9.31,26.75,0.5505502080165255,19.15610975120717,11.720023580343565,10,RG_AdaFedResidual
tongji,197,PUBLISHED_FIELD,22.7,7.94,28.62,18.369477932216256,19.920562173593737,12.702040816326528,10,RG_AdaFedResidual
virtual,197,DISCLOSED_DIGITAL_TWIN,0.29,9.44,26.89,0.2947704209635952,20.4162888358725,12.54299902876786,10,RG_AdaFedResidual
austin,198,PUBLISHED_FIELD,0.53,9.31,26.88,0.549053563268936,19.154034405995134,11.76638800985438,10,RG_AdaFedResidual
tongji,198,PUBLISHED_FIELD,26.5,7.94,28.82,19.22134860590913,20.90043180837298,12.925170068027212,10,RG_AdaFedResidual
virtual,198,DISCLOSED_DIGITAL_TWIN,0.36,9.43,26.87,0.2932020000177525,20.478231292517005,12.538361904761905,10,RG_AdaFedResidual
austin,199,PUBLISHED_FIELD,0.53,9.32,26.69,0.54664432340278,19.207506141659547,11.69842761386012,10,RG_AdaFedResidual
tongji,199,PUBLISHED_FIELD,20.33,8.05,26.46,20.823326987180188,20.012359880638115,11.89074804029307,10,RG_AdaFedResidual
virtual,199,DISCLOSED_DIGITAL_TWIN,0.33,9.47,26.97,0.328125486622374,20.661900540109805,12.575085714285713,10,RG_AdaFedResidual
austin,200,PUBLISHED_FIELD,0.55,9.31,26.61,0.5456802992141756,19.15534710787578,11.67,10,RG_AdaFedResidual
tongji,200,PUBLISHED_FIELD,22.21,8.06,28.3,21.63495206649529,20.44215590157628,12.573197278911566,10,RG_AdaFedResidual
virtual,200,DISCLOSED_DIGITAL_TWIN,0.37,9.41,26.86,0.3496579447202357,20.3768392918976,12.535009523809522,10,RG_AdaFedResidual
austin,201,PUBLISHED_FIELD,0.55,9.33,26.7,0.5487061629757002,19.268983471512144,11.702142857142857,11,RG_AdaFedResidual
tongji,201,PUBLISHED_FIELD,16.96,7.95,29.8,20.769981441211183,19.45425555399367,13.024625092838551,11,RG_AdaFedResidual
virtual,201,DISCLOSED_DIGITAL_TWIN,0.4,9.42,26.63,0.3654486459225725,20.48800448714356,12.448761904761904,11,RG_AdaFedResidual
austin,202,PUBLISHED_FIELD,0.54,9.33,26.83,0.55014573796566,19.26918551407452,11.748577674484244,11,RG_AdaFedResidual
tongji,202,PUBLISHED_FIELD,15.1,7.97,27.74,20.195616521402226,19.4045756801538,12.300501354615056,11,RG_AdaFedResidual
virtual,202,DISCLOSED_DIGITAL_TWIN,0.35,9.4,26.93,0.3638923992829596,20.306559680917218,12.561396985871983,11,RG_AdaFedResidual
austin,203,PUBLISHED_FIELD,0.53,9.34,26.82,0.5484409000279896,19.323638619783537,11.744933181429772,11,RG_AdaFedResidual
tongji,203,PUBLISHED_FIELD,19.11,7.97,29.24,19.65043741172996,19.252682221591808,12.78845322768966,11,RG_AdaFedResidual
virtual,203,DISCLOSED_DIGITAL_TWIN,0.38,9.41,26.61,0.3742809415755254,20.394268163871217,12.440228571428571,11,RG_AdaFedResidual
austin,204,PUBLISHED_FIELD,0.52,9.35,26.61,0.5461324585066464,19.37724880493024,11.669834248221711,11,RG_AdaFedResidual
tongji,204,PUBLISHED_FIELD,18.32,7.91,29.22,19.349068839680577,18.841952289667187,12.769349748558392,11,RG_AdaFedResidual
virtual,204,DISCLOSED_DIGITAL_TWIN,0.34,9.43,26.92,0.3439845122625643,20.44945853296448,12.55667738722724,11,RG_AdaFedResidual
austin,205,PUBLISHED_FIELD,0.56,9.33,26.67,0.5453381644646158,19.282788592249588,11.691857142857144,11,RG_AdaFedResidual
tongji,205,PUBLISHED_FIELD,21.2,8.0,29.04,19.40361703284906,19.84350144091031,12.783673469387754,11,RG_AdaFedResidual
virtual,205,DISCLOSED_DIGITAL_TWIN,0.34,9.43,26.8,0.3320666978097255,20.44220106697523,12.510780952380951,11,RG_AdaFedResidual
austin,206,PUBLISHED_FIELD,0.55,9.32,26.59,0.549900555172712,19.21216528969396,11.662857142857144,11,RG_AdaFedResidual
tongji,206,PUBLISHED_FIELD,22.21,7.91,28.54,20.47098829578796,19.62693851027193,12.654829931972788,11,RG_AdaFedResidual
virtual,206,DISCLOSED_DIGITAL_TWIN,0.38,9.38,26.79,0.3384547931814484,20.2156967352998,12.5088,11,RG_AdaFedResidual
austin,207,PUBLISHED_FIELD,0.53,9.31,26.77,0.5501992896359413,19.155623384961697,11.727151398127257,11,RG_AdaFedResidual
tongji,207,PUBLISHED_FIELD,21.61,7.91,26.66,21.3495241627278,19.46558519192755,11.990884353741498,11,RG_AdaFedResidual
virtual,207,DISCLOSED_DIGITAL_TWIN,0.36,9.43,26.79,0.358892265300055,20.478231292517005,12.507885714285711,11,RG_AdaFedResidual
austin,208,PUBLISHED_FIELD,0.56,9.34,26.78,0.5492707825369568,19.339606774067768,11.731142857142858,11,RG_AdaFedResidual
tongji,208,PUBLISHED_FIELD,22.41,7.890000000000001,28.18,21.81474504084108,19.57166798400841,12.540544217687074,11,RG_AdaFedResidual
virtual,208,DISCLOSED_DIGITAL_TWIN,0.39,9.4,26.84,0.3716251223849013,20.351955373822804,12.528304761904764,11,RG_AdaFedResidual
austin,209,PUBLISHED_FIELD,0.51,9.35,26.76,0.5456893312216077,19.376632265087306,11.723386685623783,11,RG_AdaFedResidual
tongji,209,PUBLISHED_FIELD,18.01,7.9,27.97,22.180552054020687,19.56470940484129,12.459750423973636,11,RG_AdaFedResidual
virtual,209,DISCLOSED_DIGITAL_TWIN,0.41,9.43,26.62,0.3884316578001974,20.56432807566657,12.445409523809523,11,RG_AdaFedResidual
austin,210,PUBLISHED_FIELD,0.55,9.33,26.78,0.5501395337846274,19.26917691347873,11.730720265733629,11,RG_AdaFedResidual
tongji,210,PUBLISHED_FIELD,21.92,7.91,28.75,22.109391694619763,19.599996302317887,12.722152041957273,11,RG_AdaFedResidual
virtual,210,DISCLOSED_DIGITAL_TWIN,0.41,9.48,26.44,0.4081558158184888,20.861947123285614,12.376838095238096,11,RG_AdaFedResidual
austin,211,PUBLISHED_FIELD,0.51,9.33,26.79,0.5417926990655468,19.257564121266505,11.733933972817097,11,RG_AdaFedResidual
tongji,211,PUBLISHED_FIELD,16.34,7.92,28.6,20.915985877714483,19.33120985060924,12.622421192287666,11,RG_AdaFedResidual
virtual,211,DISCLOSED_DIGITAL_TWIN,0.39,9.45,26.57,0.4098325862521512,20.68309606300568,12.426354251562003,11,RG_AdaFedResidual
austin,212,PUBLISHED_FIELD,0.56,9.35,26.87,0.5488119701633591,19.396424955885948,11.763285714285711,11,RG_AdaFedResidual
tongji,212,PUBLISHED_FIELD,18.2,7.82,29.08,20.27002393902505,18.60996937283468,12.75932070499422,11,RG_AdaFedResidual
virtual,212,DISCLOSED_DIGITAL_TWIN,0.36,9.45,26.79,0.3856227046770112,20.642066913027627,12.509057037928091,11,RG_AdaFedResidual
austin,213,PUBLISHED_FIELD,0.56,9.35,26.87,0.5515628493334214,19.396424955885948,11.763285714285711,11,RG_AdaFedResidual
tongji,213,PUBLISHED_FIELD,18.4,7.95,28.06,20.46161664745964,19.36943318357482,12.420202040032366,11,RG_AdaFedResidual
virtual,213,DISCLOSED_DIGITAL_TWIN,0.37,9.39,26.66,0.3662959442866752,20.25779167284998,12.458819047619048,11,RG_AdaFedResidual
austin,214,PUBLISHED_FIELD,0.56,9.35,26.87,0.5510640687975032,19.396424955885948,11.763285714285711,11,RG_AdaFedResidual
tongji,214,PUBLISHED_FIELD,16.6,7.88,27.87,20.686444866404926,19.050888894226087,12.364752851689998,11,RG_AdaFedResidual
virtual,214,DISCLOSED_DIGITAL_TWIN,0.36,9.42,26.61,0.3602081483018373,20.419077355266687,12.439323801065228,11,RG_AdaFedResidual
austin,215,PUBLISHED_FIELD,0.56,9.35,26.87,0.5519832981928814,19.396424955885948,11.763285714285711,11,RG_AdaFedResidual
tongji,215,PUBLISHED_FIELD,17.27,7.9,27.84,20.52499590144869,19.11516660248536,12.34795901638566,11,RG_AdaFedResidual
virtual,215,DISCLOSED_DIGITAL_TWIN,0.3,9.45,26.79,0.3616943687451585,20.60028677950029,12.507963171142636,11,RG_AdaFedResidual
austin,216,PUBLISHED_FIELD,0.54,9.34,26.62,0.5527848506637967,19.32965803090967,11.673690779314162,11,RG_AdaFedResidual
tongji,216,PUBLISHED_FIELD,23.9,7.95,27.75,20.774030685516067,20.290396194966696,12.455102040816326,11,RG_AdaFedResidual
virtual,216,DISCLOSED_DIGITAL_TWIN,0.27,9.41,26.8,0.3134718831497208,20.27375672221985,12.509568238467796,11,RG_AdaFedResidual
austin,217,PUBLISHED_FIELD,0.54,9.34,26.75,0.548390204450021,19.32356823788593,11.719931008762144,11,RG_AdaFedResidual
tongji,217,PUBLISHED_FIELD,17.97,7.91,27.79,20.734705587342585,19.227184769715457,12.339511792680648,11,RG_AdaFedResidual
virtual,217,DISCLOSED_DIGITAL_TWIN,0.29,9.44,26.63,0.3066104926642101,20.43922876771948,12.44449267014084,11,RG_AdaFedResidual
austin,218,PUBLISHED_FIELD,0.55,9.3,26.79,0.5492036039639476,19.0985289260576,11.734285714285711,11,RG_AdaFedResidual
tongji,218,PUBLISHED_FIELD,19.73,7.92,27.13,21.069379406522923,19.373120051921266,12.128682152647194,11,RG_AdaFedResidual
virtual,218,DISCLOSED_DIGITAL_TWIN,0.33,9.46,26.7,0.3069048275118263,20.602376730585995,12.472228571428571,11,RG_AdaFedResidual
austin,219,PUBLISHED_FIELD,0.55,9.36,26.69,0.5508436661796587,19.44060727504185,11.698607585693413,11,RG_AdaFedResidual
tongji,219,PUBLISHED_FIELD,19.23,7.91,27.14,20.525291303734512,19.169595818616617,12.10987583552658,11,RG_AdaFedResidual
virtual,219,DISCLOSED_DIGITAL_TWIN,0.33,9.47,26.62,0.3448070238748039,20.68904688664104,12.44242927347237,11,RG_AdaFedResidual
austin,220,PUBLISHED_FIELD,0.55,9.31,26.71,0.5518863411930701,19.157960264074152,11.705795128908273,11,RG_AdaFedResidual
tongji,220,PUBLISHED_FIELD,20.9,7.96,25.77,20.658122540129817,19.54422691974841,11.659183673469386,11,RG_AdaFedResidual
virtual,220,DISCLOSED_DIGITAL_TWIN,0.29,9.41,26.59,0.3421498024340961,20.327074168645773,12.430879229063654,11,RG_AdaFedResidual
austin,221,PUBLISHED_FIELD,0.54,9.31,26.86,0.5504822484099638,19.156015571943577,11.75930638207471,12,RG_AdaFedResidual
tongji,221,PUBLISHED_FIELD,20.91,8.01,27.75,20.690377206358846,19.818702508203984,12.333061224489796,12,RG_AdaFedResidual
virtual,221,DISCLOSED_DIGITAL_TWIN,0.31,9.47,26.58,0.3182116765695677,20.639868323877984,12.425975390928896,12,RG_AdaFedResidual
austin,222,PUBLISHED_FIELD,0.53,9.33,26.85,0.5501605599804803,19.26920606102565,11.755721166856306,12,RG_AdaFedResidual
tongji,222,PUBLISHED_FIELD,21.4,8.0,25.46,21.168142262736765,19.89785106053693,11.574149659863943,12,RG_AdaFedResidual
virtual,222,DISCLOSED_DIGITAL_TWIN,0.26,9.4,26.51,0.2982751041281673,20.18502924500909,12.39839733809348,12,RG_AdaFedResidual
austin,223,PUBLISHED_FIELD,0.54,9.31,27.07,0.5506638472468336,19.15626722155756,11.834314164882006,12,RG_AdaFedResidual
tongji,223,PUBLISHED_FIELD,20.16,7.95,27.0,21.085773797737776,19.540636082201555,12.08513362439746,12,RG_AdaFedResidual
virtual,223,DISCLOSED_DIGITAL_TWIN,0.27,9.44,26.48,0.2868583222015535,20.40071173456662,12.386446856633976,12,RG_AdaFedResidual
austin,224,PUBLISHED_FIELD,0.53,9.29,26.77,0.5481913614252816,19.03920124045568,11.727065344061083,12,RG_AdaFedResidual
tongji,224,PUBLISHED_FIELD,21.78,7.91,26.75,21.13855086691484,19.51146848912649,12.02843537414966,12,RG_AdaFedResidual
virtual,224,DISCLOSED_DIGITAL_TWIN,0.33,9.39,26.84,0.2860568288364101,20.185710063919327,12.525561904761906,12,RG_AdaFedResidual
austin,225,PUBLISHED_FIELD,0.52,9.34,26.6,0.5460697237654981,19.32034335228574,11.666260131018522,12,RG_AdaFedResidual
tongji,225,PUBLISHED_FIELD,26.1,7.9,26.47,21.05364877876587,20.582420949896747,12.109523809523813,12,RG_AdaFedResidual
virtual,225,DISCLOSED_DIGITAL_TWIN,0.28,9.41,26.66,0.2972322620613349,20.24252311295484,12.455492522456137,12,RG_AdaFedResidual
austin,226,PUBLISHED_FIELD,0.56,9.33,26.8,0.5449973110802953,19.282788592249588,11.738285714285714,12,RG_AdaFedResidual
tongji,226,PUBLISHED_FIELD,23.71,7.97,26.89,21.73468372249272,20.34953390604213,12.15482993197279,12,RG_AdaFedResidual
virtual,226,DISCLOSED_DIGITAL_TWIN,0.29,9.41,26.72,0.3060150447053876,20.259513938793194,12.478751163948436,12,RG_AdaFedResidual
austin,227,PUBLISHED_FIELD,0.52,9.31,26.61,0.5418147713876085,19.143958577770125,11.66964920448804,12,RG_AdaFedResidual
tongji,227,PUBLISHED_FIELD,22.11,7.92,26.58,22.25115610689468,19.692294656268487,11.989843106403866,12,RG_AdaFedResidual
virtual,227,DISCLOSED_DIGITAL_TWIN,0.27,9.43,26.95,0.2917623662828986,20.350866816934587,12.565718660553888,12,RG_AdaFedResidual
austin,228,PUBLISHED_FIELD,0.56,9.34,26.47,0.549044000388871,19.339606774067768,11.620428571428572,12,RG_AdaFedResidual
tongji,228,PUBLISHED_FIELD,17.11,7.92,26.71,22.112073407285187,19.655062859501736,12.028383948596677,12,RG_AdaFedResidual
virtual,228,DISCLOSED_DIGITAL_TWIN,0.23,9.43,26.79,0.2843940238769002,20.336294226908272,12.504429441091514,12,RG_AdaFedResidual
austin,229,PUBLISHED_FIELD,0.58,9.36,26.91,0.5488126198096956,19.48050774789556,11.77842857142857,12,RG_AdaFedResidual
tongji,229,PUBLISHED_FIELD,17.11,7.92,26.71,20.84647095052048,19.31217931720156,11.976726705463422,12,RG_AdaFedResidual
virtual,229,DISCLOSED_DIGITAL_TWIN,0.24,9.43,26.84,0.2572644864401242,20.28100656803704,12.522236852713457,12,RG_AdaFedResidual
austin,230,PUBLISHED_FIELD,0.56,9.35,26.69,0.5497748255231624,19.396424955885948,11.699000000000002,12,RG_AdaFedResidual
tongji,230,PUBLISHED_FIELD,23.33,7.890000000000001,26.53,20.136309425961866,19.815196652720488,12.016870748299322,12,RG_AdaFedResidual
virtual,230,DISCLOSED_DIGITAL_TWIN,0.27,9.43,26.97,0.2529322265090731,20.307293011436727,12.572342857142855,12,RG_AdaFedResidual
austin,231,PUBLISHED_FIELD,0.52,9.31,26.81,0.5520865988331981,19.15823743324668,11.741517997092853,12,RG_AdaFedResidual
tongji,231,PUBLISHED_FIELD,25.51,7.78,28.87,20.985340210897284,19.780809042862906,12.901768707482994,12,RG_AdaFedResidual
virtual,231,DISCLOSED_DIGITAL_TWIN,0.22,9.45,26.74,0.2584729163200287,20.40257493553327,12.48419685712701,12,RG_AdaFedResidual
austin,232,PUBLISHED_FIELD,0.55,9.33,26.77,0.5490604689345046,19.268983471512144,11.727142857142857,12,RG_AdaFedResidual
tongji,232,PUBLISHED_FIELD,14.09,7.94,28.91,21.40789507518678,19.57390569648717,12.747941295585855,12,RG_AdaFedResidual
virtual,232,DISCLOSED_DIGITAL_TWIN,0.24,9.42,26.79,0.2569970143307364,20.220924049374062,12.503177006369407,12,RG_AdaFedResidual
austin,233,PUBLISHED_FIELD,0.52,9.36,26.81,0.5433115608017965,19.43013810548049,11.741141924034364,12,RG_AdaFedResidual
tongji,233,PUBLISHED_FIELD,20.09,7.94,29.66,20.97613379738041,19.456352712835177,12.985420427103964,12,RG_AdaFedResidual
virtual,233,DISCLOSED_DIGITAL_TWIN,0.21,9.44,26.77,0.2330588626684983,20.28877839012885,12.494463643245798,12,RG_AdaFedResidual
austin,234,PUBLISHED_FIELD,0.58,9.35,26.62,0.5502781753937886,19.423689566077385,11.67485714285714,12,RG_AdaFedResidual
tongji,234,PUBLISHED_FIELD,18.31,7.98,26.83,20.441872152740284,19.527029324980752,12.001028795349946,12,RG_AdaFedResidual
virtual,234,DISCLOSED_DIGITAL_TWIN,0.24,9.43,26.93,0.2515362807761406,20.26897933000807,12.556260706168812,12,RG_AdaFedResidual
austin,235,PUBLISHED_FIELD,0.53,9.38,26.72,0.5446730844094382,19.54567197133781,11.70905741790326,12,RG_AdaFedResidual
tongji,235,PUBLISHED_FIELD,20.19,7.78,29.65,20.497398078133592,18.45538693231996,12.9624788331211,12,RG_AdaFedResidual
virtual,235,DISCLOSED_DIGITAL_TWIN,0.21,9.43,26.78,0.2215964654592015,20.203843955927454,12.497749171754329,12,RG_AdaFedResidual
austin,236,PUBLISHED_FIELD,0.56,9.38,26.96,0.551351545247871,19.56687950134049,11.795428571428571,12,RG_AdaFedResidual
tongji,236,PUBLISHED_FIELD,20.8,7.890000000000001,28.62,21.14253932819206,19.2300253428795,12.638470992987433,12,RG_AdaFedResidual
virtual,236,DISCLOSED_DIGITAL_TWIN,0.22,9.42,26.92,0.2324490222812561,20.168394242290024,12.551578621970954,12,RG_AdaFedResidual
austin,237,PUBLISHED_FIELD,0.52,9.33,26.82,0.5464476854243242,19.26405088424388,11.744847757946756,12,RG_AdaFedResidual
tongji,237,PUBLISHED_FIELD,18.5,8.040000000000001,29.49,21.49843585065953,20.1419228369914,12.948915749006511,12,RG_AdaFedResidual
virtual,237,DISCLOSED_DIGITAL_TWIN,0.28,9.44,26.89,0.2334932469374206,20.387041351454933,12.542323809523811,12,RG_AdaFedResidual
austin,238,PUBLISHED_FIELD,0.56,9.35,26.79,0.5514867746418701,19.396424955885948,11.734714285714285,12,RG_AdaFedResidual
tongji,238,PUBLISHED_FIELD,20.98,7.94,29.45,22.053309826594816,19.74800177601882,12.957958224214757,12,RG_AdaFedResidual
virtual,238,DISCLOSED_DIGITAL_TWIN,0.31,9.46,26.87,0.2899977375023121,20.564764835951703,12.536076190476193,12,RG_AdaFedResidual
austin,239,PUBLISHED_FIELD,0.52,9.34,26.64,0.5446468280037479,19.31836267280393,11.680484864057304,12,RG_AdaFedResidual
tongji,239,PUBLISHED_FIELD,17.39,7.930000000000001,29.47,21.560014103108884,19.56076413793227,12.944626425977232,12,RG_AdaFedResidual
virtual,239,DISCLOSED_DIGITAL_TWIN,0.25,9.44,26.77,0.2903389713301795,20.407589443270453,12.497082162498904,12,RG_AdaFedResidual
austin,240,PUBLISHED_FIELD,0.55,9.35,26.79,0.5492305171307367,19.3826198351485,11.734285714285711,12,RG_AdaFedResidual
tongji,240,PUBLISHED_FIELD,20.24,7.9,28.91,21.84205071698512,19.47383518276771,12.765661934026603,12,RG_AdaFedResidual
virtual,240,DISCLOSED_DIGITAL_TWIN,0.2,9.46,26.94,0.2570663204026908,20.45916408433813,12.56032303178984,12,RG_AdaFedResidual
austin,241,PUBLISHED_FIELD,0.55,9.35,26.86,0.5506408877723967,19.383508135032624,11.759313180904533,13,RG_AdaFedResidual
tongji,241,PUBLISHED_FIELD,16.990000000000002,7.95,29.5,21.53139036453277,19.66171440100345,12.95366219174964,13,RG_AdaFedResidual
virtual,241,DISCLOSED_DIGITAL_TWIN,0.26,9.46,26.56,0.2607669039044868,20.466868369419355,12.415730296559444,13,RG_AdaFedResidual
austin,242,PUBLISHED_FIELD,0.54,9.36,26.89,0.5504065160173199,19.440001523659745,11.770017422115028,13,RG_AdaFedResidual
tongji,242,PUBLISHED_FIELD,18.82,7.96,29.04,21.93453180034325,19.82480106032073,12.813654359197685,13,RG_AdaFedResidual
virtual,242,DISCLOSED_DIGITAL_TWIN,0.24,9.45,26.76,0.250214424020617,20.385232827816544,12.491438373669515,13,RG_AdaFedResidual
austin,243,PUBLISHED_FIELD,0.5700000000000001,9.34,27.02,0.5503531626792679,19.35329566920859,11.817285714285717,13,RG_AdaFedResidual
tongji,243,PUBLISHED_FIELD,15.88,7.9,28.93,21.854580478543497,19.47720817345188,12.77297607395416,13,RG_AdaFedResidual
virtual,243,DISCLOSED_DIGITAL_TWIN,0.22,9.47,26.79,0.2462120577285765,20.495776636007506,12.502683979781878,13,RG_AdaFedResidual
austin,244,PUBLISHED_FIELD,0.56,9.36,27.08,0.5530700037875343,19.453243137704128,11.838285714285716,13,RG_AdaFedResidual
tongji,244,PUBLISHED_FIELD,16.11,7.98,29.32,21.691942011739123,19.868152899888123,12.898990830411122,13,RG_AdaFedResidual
virtual,244,DISCLOSED_DIGITAL_TWIN,0.25,9.45,26.98,0.2477036248282496,20.384778911564634,12.575238095238095,13,RG_AdaFedResidual
