station,sequence,origin,turbidity_ntu,ph,temperature_c,forecast_h6_ntu,alum_percent,chlorine_percent,global_round,algorithm
austin,64,PUBLISHED_FIELD,0.53,9.3,26.43,0.5470659974898506,19.094455989076906,11.605588542749564,4,RG_AdaFedResidual
tongji,64,PUBLISHED_FIELD,23.98,7.84,10.5,19.58871936580809,19.71339345095301,9.822312925170069,4,RG_AdaFedResidual
virtual,64,DISCLOSED_DIGITAL_TWIN,0.31,9.39,26.94,0.3023009956076757,20.14809816928504,12.562742857142858,4,RG_AdaFedResidual
austin,65,PUBLISHED_FIELD,0.56,9.31,26.56,0.5503747870184784,19.169152228613225,11.652571428571427,4,RG_AdaFedResidual
tongji,65,PUBLISHED_FIELD,19.61,7.92,10.75,19.63971676543748,18.977940467693013,9.645158507432823,4,RG_AdaFedResidual
virtual,65,DISCLOSED_DIGITAL_TWIN,0.35,9.39,26.88,0.3187575466570455,20.222244173421693,12.541714285714283,4,RG_AdaFedResidual
austin,66,PUBLISHED_FIELD,0.51,9.33,26.38,0.5435854041107134,19.26006538557631,11.587582231604744,4,RG_AdaFedResidual
tongji,66,PUBLISHED_FIELD,19.23,7.95,11.25,19.456726786209952,19.089637092638224,9.637689528688842,4,RG_AdaFedResidual
virtual,66,DISCLOSED_DIGITAL_TWIN,0.27,9.42,26.87,0.3028473098461788,20.312936911091825,12.53574921035487,4,RG_AdaFedResidual
austin,67,PUBLISHED_FIELD,0.55,9.3,26.45,0.5486838497966291,19.0985289260576,11.612857142857145,4,RG_AdaFedResidual
tongji,67,PUBLISHED_FIELD,18.38,7.87,11.05,18.55622024617328,18.39947466944777,9.600934159707752,4,RG_AdaFedResidual
virtual,67,DISCLOSED_DIGITAL_TWIN,0.35,9.38,26.89,0.3353246895188181,20.162720363897886,12.545523809523807,4,RG_AdaFedResidual
austin,68,PUBLISHED_FIELD,0.51,9.29,26.39,0.5397838941014951,19.027483953331345,11.590990738318636,4,RG_AdaFedResidual
tongji,68,PUBLISHED_FIELD,15.63,7.95,10.87,18.4185824209972,18.79481572057791,9.595316289292404,4,RG_AdaFedResidual
virtual,68,DISCLOSED_DIGITAL_TWIN,0.3,9.47,27.1,0.2858217881525221,20.60504603572483,12.623238095238095,4,RG_AdaFedResidual
austin,69,PUBLISHED_FIELD,0.53,9.34,26.5,0.5410534354538137,19.313349706765027,11.630330861519449,4,RG_AdaFedResidual
tongji,69,PUBLISHED_FIELD,14.63,7.9,11.26,17.845692296644383,18.357695035245005,9.571933018910658,4,RG_AdaFedResidual
virtual,69,DISCLOSED_DIGITAL_TWIN,0.32,9.41,26.88,0.3126205093950581,20.28609270397804,12.540342857142855,4,RG_AdaFedResidual
austin,70,PUBLISHED_FIELD,0.52,9.26,26.44,0.53969208277981,18.85690097714168,11.608843946404848,4,RG_AdaFedResidual
tongji,70,PUBLISHED_FIELD,16.580000000000002,7.88,9.78,17.875073148914637,18.25752955000506,9.573132237370666,4,RG_AdaFedResidual
virtual,70,DISCLOSED_DIGITAL_TWIN,0.28,9.38,27.02,0.2927744338384407,20.05523548424272,12.592431593165948,4,RG_AdaFedResidual
austin,71,PUBLISHED_FIELD,0.54,9.29,26.53,0.539209111741254,19.027786213314847,11.641,4,RG_AdaFedResidual
tongji,71,PUBLISHED_FIELD,20.19,7.930000000000001,11.31,18.008778736431417,19.185627430556888,9.667619047619048,4,RG_AdaFedResidual
virtual,71,DISCLOSED_DIGITAL_TWIN,0.29,9.41,27.14,0.2852427988895535,20.228349960639694,12.638019047619048,4,RG_AdaFedResidual
austin,72,PUBLISHED_FIELD,0.53,9.33,26.45,0.5396489632232722,19.25456792828439,11.61241352699528,4,RG_AdaFedResidual
tongji,72,PUBLISHED_FIELD,16.02,7.9,12.01,18.36517292765276,18.50774154353653,9.593136309972222,4,RG_AdaFedResidual
virtual,72,DISCLOSED_DIGITAL_TWIN,0.22,9.47,26.76,0.2801177867868674,20.565848909320607,12.49280538453883,4,RG_AdaFedResidual
austin,73,PUBLISHED_FIELD,0.53,9.31,26.47,0.539767125499164,19.14109686089564,11.619561448235675,4,RG_AdaFedResidual
tongji,73,PUBLISHED_FIELD,18.19,7.95,14.71,18.39750948008373,18.78876722520473,9.594456169255118,4,RG_AdaFedResidual
virtual,73,DISCLOSED_DIGITAL_TWIN,0.25,9.44,26.89,0.2587247971513911,20.3435758264809,12.541351228822158,4,RG_AdaFedResidual
austin,74,PUBLISHED_FIELD,0.52,9.31,26.53,0.5392285475222832,19.14034330941903,11.640966937750957,4,RG_AdaFedResidual
tongji,74,PUBLISHED_FIELD,15.93,7.88,14.73,18.005539334743197,18.2953438114571,9.578457387812648,4,RG_AdaFedResidual
virtual,74,DISCLOSED_DIGITAL_TWIN,0.22,9.48,26.93,0.2339012031742414,20.52871693316732,12.555454531192728,4,RG_AdaFedResidual
austin,75,PUBLISHED_FIELD,0.54,9.27,26.54,0.5406141776248163,18.915008566261346,11.644597750469634,4,RG_AdaFedResidual
tongji,75,PUBLISHED_FIELD,18.14,7.91,13.57,18.515350304839973,18.60516584467184,9.599265998837009,4,RG_AdaFedResidual
virtual,75,DISCLOSED_DIGITAL_TWIN,0.24,9.44,26.74,0.2542688336807555,20.33425682845596,12.484004670492077,4,RG_AdaFedResidual
austin,76,PUBLISHED_FIELD,0.56,9.31,26.63,0.5412170660120481,19.169152228613225,11.67757142857143,4,RG_AdaFedResidual
tongji,76,PUBLISHED_FIELD,16.79,7.87,13.35,18.5380946211842,18.394286920889417,9.600194338279628,4,RG_AdaFedResidual
virtual,76,DISCLOSED_DIGITAL_TWIN,0.21,9.49,26.76,0.2357975620151215,20.592378884223315,12.490779317120692,4,RG_AdaFedResidual
austin,77,PUBLISHED_FIELD,0.5700000000000001,9.28,26.42,0.5459347007132526,19.01238657829949,11.603000000000002,4,RG_AdaFedResidual
tongji,77,PUBLISHED_FIELD,17.61,7.85,11.68,19.033469453604503,18.42669236353177,9.620413719194742,4,RG_AdaFedResidual
virtual,77,DISCLOSED_DIGITAL_TWIN,0.23,9.48,26.84,0.2442719301035448,20.551154289813955,12.521642907280924,4,RG_AdaFedResidual
austin,78,PUBLISHED_FIELD,0.54,9.29,26.29,0.5452077308324959,19.03505283620774,11.555508902749963,4,RG_AdaFedResidual
tongji,78,PUBLISHED_FIELD,17.5,7.86,12.48,19.052131473891784,18.486328573449104,9.621175434308508,4,RG_AdaFedResidual
virtual,78,DISCLOSED_DIGITAL_TWIN,0.22,9.43,26.96,0.2384105411109395,20.24091172990453,12.56708924378412,4,RG_AdaFedResidual
austin,79,PUBLISHED_FIELD,0.52,9.32,26.23,0.5409028865792981,19.199502975985208,11.533895837996257,4,RG_AdaFedResidual
tongji,79,PUBLISHED_FIELD,19.54,7.85,12.67,19.163119215958965,18.56954761688212,9.641088435374153,4,RG_AdaFedResidual
virtual,79,DISCLOSED_DIGITAL_TWIN,0.23,9.46,27.08,0.2455792991785764,20.43490232432224,12.613131244152928,4,RG_AdaFedResidual
austin,80,PUBLISHED_FIELD,0.58,9.3,26.43,0.5424553406953664,19.139598656986475,11.606999999999998,4,RG_AdaFedResidual
tongji,80,PUBLISHED_FIELD,15.64,7.82,13.33,18.892721390590385,18.22370101077033,9.614668900296207,4,RG_AdaFedResidual
virtual,80,DISCLOSED_DIGITAL_TWIN,0.16,9.46,27.2,0.2360214836183601,20.41429502487703,12.658408601155887,4,RG_AdaFedResidual
austin,81,PUBLISHED_FIELD,0.54,9.32,26.54,0.5424916391051681,19.20172159837431,11.644678213104504,5,RG_AdaFedResidual
tongji,81,PUBLISHED_FIELD,13.52,7.8,12.72,18.46562936160752,17.993092617730973,9.59723657258262,5,RG_AdaFedResidual
virtual,81,DISCLOSED_DIGITAL_TWIN,0.2,9.45,27.11,0.2195972914897118,20.318395215781567,12.623372066658575,5,RG_AdaFedResidual
austin,82,PUBLISHED_FIELD,0.5700000000000001,9.32,26.5,0.5501771144747231,19.239659305572225,11.631571428571428,5,RG_AdaFedResidual
tongji,82,PUBLISHED_FIELD,14.99,7.86,13.0,17.9693857683007,18.17617986876792,9.576981732039483,5,RG_AdaFedResidual
virtual,82,DISCLOSED_DIGITAL_TWIN,0.26,9.47,26.92,0.2226158849822241,20.524799900733225,12.552838095238098,5,RG_AdaFedResidual
austin,83,PUBLISHED_FIELD,0.54,9.3,26.32,0.5436630558680188,19.08971909503204,11.566156988108627,5,RG_AdaFedResidual
tongji,83,PUBLISHED_FIELD,16.63,7.87,13.03,17.59362618292468,18.12124842776671,9.56164460610577,5,RG_AdaFedResidual
virtual,83,DISCLOSED_DIGITAL_TWIN,0.3,9.46,27.05,0.2791464891851644,20.54552222620102,12.604190476190476,5,RG_AdaFedResidual
austin,84,PUBLISHED_FIELD,0.51,9.31,26.41,0.5435855934369037,19.14642928588995,11.598296525433009,5,RG_AdaFedResidual
tongji,84,PUBLISHED_FIELD,16.6,7.84,14.36,17.61812331757229,17.965356117052163,9.562644489152612,5,RG_AdaFedResidual
virtual,84,DISCLOSED_DIGITAL_TWIN,0.31,9.48,26.89,0.3088660550298308,20.683812454999327,12.543695238095236,5,RG_AdaFedResidual
austin,85,PUBLISHED_FIELD,0.52,9.3,26.45,0.5408200528277418,19.08575085405349,11.61246371654976,5,RG_AdaFedResidual
tongji,85,PUBLISHED_FIELD,16.6,7.890000000000001,14.18,18.001536871700566,18.34853311430243,9.578294021974171,5,RG_AdaFedResidual
virtual,85,DISCLOSED_DIGITAL_TWIN,0.3,9.41,26.83,0.3057964394737639,20.25909389724316,12.520645932471185,5,RG_AdaFedResidual
austin,86,PUBLISHED_FIELD,0.54,9.32,26.3,0.537956395889187,19.198240758769387,11.55885714285714,5,RG_AdaFedResidual
tongji,86,PUBLISHED_FIELD,14.39,7.9,13.62,18.269262504835627,18.48016110746229,9.589221598836827,5,RG_AdaFedResidual
virtual,86,DISCLOSED_DIGITAL_TWIN,0.32,9.44,26.96,0.3114021304680838,20.464664132549466,12.570819047619048,5,RG_AdaFedResidual
austin,87,PUBLISHED_FIELD,0.5700000000000001,9.32,26.3,0.5416353442293568,19.239659305572225,11.560142857142855,5,RG_AdaFedResidual
tongji,87,PUBLISHED_FIELD,15.75,7.88,13.1,18.07567617318001,18.3156292768716,9.58132011591211,5,RG_AdaFedResidual
virtual,87,DISCLOSED_DIGITAL_TWIN,0.32,9.44,26.96,0.3175495664310343,20.464664132549466,12.570819047619048,5,RG_AdaFedResidual
austin,88,PUBLISHED_FIELD,0.53,9.35,26.49,0.5410780629391925,19.3702022987794,11.626760488411678,5,RG_AdaFedResidual
tongji,88,PUBLISHED_FIELD,17.72,7.97,13.54,18.012187433685092,18.786398339768738,9.578728738789868,5,RG_AdaFedResidual
virtual,88,DISCLOSED_DIGITAL_TWIN,0.3,9.46,26.97,0.3169160872580565,20.577899373196527,12.574487592560368,5,RG_AdaFedResidual
austin,89,PUBLISHED_FIELD,0.54,9.3,26.42,0.5429001982919529,19.08865527166344,11.6018385799268,5,RG_AdaFedResidual
tongji,89,PUBLISHED_FIELD,15.62,7.85,14.05,17.679209413466594,18.037519657198644,9.565137799189111,5,RG_AdaFedResidual
virtual,89,DISCLOSED_DIGITAL_TWIN,0.28,9.48,27.02,0.292386084601389,20.64971124710147,12.592413840057969,5,RG_AdaFedResidual
austin,90,PUBLISHED_FIELD,0.56,9.32,26.38,0.5421771727607428,19.225970410431405,11.588285714285714,5,RG_AdaFedResidual
tongji,90,PUBLISHED_FIELD,16.31,7.85,14.23,17.637169002712376,18.02526111911553,9.563421864056288,5,RG_AdaFedResidual
virtual,90,DISCLOSED_DIGITAL_TWIN,0.29,9.45,26.86,0.2856984225805761,20.46644519873493,12.531352380952384,5,RG_AdaFedResidual
austin,91,PUBLISHED_FIELD,0.53,9.31,26.37,0.5431367282789648,19.145803375991505,11.583991574069096,5,RG_AdaFedResidual
tongji,91,PUBLISHED_FIELD,15.7,7.85,12.49,17.696674134856014,18.042608926214275,9.56585064496011,5,RG_AdaFedResidual
virtual,91,DISCLOSED_DIGITAL_TWIN,0.25,9.46,26.9,0.2785484697643879,20.50317513025509,12.54606697766542,5,RG_AdaFedResidual
austin,92,PUBLISHED_FIELD,0.54,9.29,26.42,0.5433444813031193,19.0324567393297,11.601857620627278,5,RG_AdaFedResidual
tongji,92,PUBLISHED_FIELD,21.2,7.9,13.42,17.678421713061322,19.30002318004075,9.708843537414968,5,RG_AdaFedResidual
virtual,92,DISCLOSED_DIGITAL_TWIN,0.27,9.43,27.06,0.2730890462678526,20.31357836212328,12.606769784972244,5,RG_AdaFedResidual
austin,93,PUBLISHED_FIELD,0.53,9.35,26.45,0.5406779595275235,19.36964317140025,11.612457626836893,5,RG_AdaFedResidual
tongji,93,PUBLISHED_FIELD,19.31,7.890000000000001,13.74,18.352182702676124,18.722247531448385,9.631700680272107,5,RG_AdaFedResidual
virtual,93,DISCLOSED_DIGITAL_TWIN,0.31,9.44,26.88,0.2709704675148897,20.44571721690408,12.539885714285711,5,RG_AdaFedResidual
austin,94,PUBLISHED_FIELD,0.5700000000000001,9.34,26.35,0.5442273290474237,19.35329566920859,11.578,5,RG_AdaFedResidual
tongji,94,PUBLISHED_FIELD,20.81,7.8,14.76,19.287210889962303,18.6500115984773,9.692925170068028,5,RG_AdaFedResidual
virtual,94,DISCLOSED_DIGITAL_TWIN,0.29,9.46,27.07,0.2875661022156996,20.525969008258745,12.61135238095238,5,RG_AdaFedResidual
austin,95,PUBLISHED_FIELD,0.53,9.31,26.38,0.541624550235365,19.14369294764453,11.587498195010088,5,RG_AdaFedResidual
tongji,95,PUBLISHED_FIELD,16.61,7.73,16.7,19.109309708304018,17.795997686756863,9.623509239794725,5,RG_AdaFedResidual
virtual,95,DISCLOSED_DIGITAL_TWIN,0.3,9.47,27.04,0.2996787749762634,20.60504603572483,12.600380952380954,5,RG_AdaFedResidual
austin,96,PUBLISHED_FIELD,0.53,9.33,26.53,0.5406607590887053,19.25598276649262,11.64102831824666,5,RG_AdaFedResidual
tongji,96,PUBLISHED_FIELD,14.41,7.8,16.73,18.49199722987148,18.000649924001376,9.598312812103597,5,RG_AdaFedResidual
virtual,96,DISCLOSED_DIGITAL_TWIN,0.3,9.43,27.1,0.2943410164009357,20.366950797629585,12.623238095238095,5,RG_AdaFedResidual
austin,97,PUBLISHED_FIELD,0.58,9.33,26.56,0.5413970647240983,19.31005320244102,11.653428571428572,5,RG_AdaFedResidual
tongji,97,PUBLISHED_FIELD,14.51,8.0,17.990000000000002,17.43841652009682,18.78237322626716,9.555309517827082,5,RG_AdaFedResidual
virtual,97,DISCLOSED_DIGITAL_TWIN,0.3,9.46,26.94,0.2940656916046912,20.54552222620102,12.562285714285718,5,RG_AdaFedResidual
austin,98,PUBLISHED_FIELD,0.54,9.31,26.26,0.5439742518422406,19.146971044052723,11.54474175365038,5,RG_AdaFedResidual
tongji,98,PUBLISHED_FIELD,16.18,7.9,18.86,16.711359651901518,18.02415337397852,9.525633727288495,5,RG_AdaFedResidual
virtual,98,DISCLOSED_DIGITAL_TWIN,0.31,9.42,26.97,0.2958286502054036,20.326669597856466,12.574171428571429,5,RG_AdaFedResidual
austin,99,PUBLISHED_FIELD,0.54,9.3,26.59,0.5440595080043329,19.090271677851234,11.662602550343042,5,RG_AdaFedResidual
tongji,99,PUBLISHED_FIELD,13.18,7.890000000000001,19.68,16.18928588668673,17.813396376433584,9.504324594014426,5,RG_AdaFedResidual
virtual,99,DISCLOSED_DIGITAL_TWIN,0.3,9.44,27.01,0.2948461371339338,20.426474607153395,12.588952380952383,5,RG_AdaFedResidual
austin,100,PUBLISHED_FIELD,0.51,9.33,26.46,0.5439970549295956,19.260639187639107,11.616171302354129,5,RG_AdaFedResidual
tongji,100,PUBLISHED_FIELD,13.38,7.87,17.81,15.976429560901105,17.640376492715617,9.495636580717052,5,RG_AdaFedResidual
virtual,100,DISCLOSED_DIGITAL_TWIN,0.29,9.43,26.97,0.2944784875076049,20.356193872740285,12.573461873714631,5,RG_AdaFedResidual
austin,101,PUBLISHED_FIELD,0.54,9.32,26.4,0.5445285242346436,19.204561519281977,11.594765508181489,6,RG_AdaFedResidual
tongji,101,PUBLISHED_FIELD,11.62,7.94,16.240000000000002,16.060490108836987,18.046253123431807,9.499067623489946,6,RG_AdaFedResidual
virtual,101,DISCLOSED_DIGITAL_TWIN,0.29,9.43,27.03,0.2862790978029438,20.34739757968732,12.596114285714288,6,RG_AdaFedResidual
austin,102,PUBLISHED_FIELD,0.5,9.33,26.5,0.5361329448442737,19.2496415251707,11.630119983350468,6,RG_AdaFedResidual
tongji,102,PUBLISHED_FIELD,11.74,7.86,15.12,15.57816472675452,17.464781790399215,9.479380873200869,6,RG_AdaFedResidual
virtual,102,DISCLOSED_DIGITAL_TWIN,0.32,9.4,26.84,0.2858140491702868,20.22656889445423,12.525104761904762,6,RG_AdaFedResidual
austin,103,PUBLISHED_FIELD,0.6,9.31,26.39,0.5425858667031243,19.22324026475614,11.593571428571428,6,RG_AdaFedResidual
tongji,103,PUBLISHED_FIELD,14.13,7.88,14.39,15.125268212842313,17.43413541075232,9.460895301204449,6,RG_AdaFedResidual
virtual,103,DISCLOSED_DIGITAL_TWIN,0.3,9.42,27.16,0.2959319869038683,20.30742698810578,12.64609523809524,6,RG_AdaFedResidual
austin,104,PUBLISHED_FIELD,0.56,9.31,26.43,0.5479985791779061,19.169152228613225,11.606142857142858,6,RG_AdaFedResidual
tongji,104,PUBLISHED_FIELD,11.42,7.88,14.85,14.77998234961195,17.326814161316374,9.446802000664434,6,RG_AdaFedResidual
virtual,104,DISCLOSED_DIGITAL_TWIN,0.32,9.44,26.96,0.3188226473294486,20.464664132549466,12.570819047619048,6,RG_AdaFedResidual
austin,105,PUBLISHED_FIELD,0.55,9.32,26.33,0.5468179872023191,19.21216528969396,11.57,6,RG_AdaFedResidual
tongji,105,PUBLISHED_FIELD,10.25,7.91,15.21,14.294708801709394,17.3373651904667,9.426994917076572,6,RG_AdaFedResidual
virtual,105,DISCLOSED_DIGITAL_TWIN,0.34,9.45,26.67,0.3237031263860059,20.561248686022857,12.461257142857145,6,RG_AdaFedResidual
austin,106,PUBLISHED_FIELD,0.51,9.32,26.34,0.544651714853249,19.20473311588409,11.573342216350854,6,RG_AdaFedResidual
tongji,106,PUBLISHED_FIELD,11.99,7.91,15.9,13.737303378997115,17.15969387485138,9.404243675333216,6,RG_AdaFedResidual
virtual,106,DISCLOSED_DIGITAL_TWIN,0.34,9.41,26.7,0.3434259707595291,20.32939601156317,12.472842330091863,6,RG_AdaFedResidual
austin,107,PUBLISHED_FIELD,0.54,9.32,26.44,0.5431998946166398,19.202709653499102,11.608994281197855,6,RG_AdaFedResidual
tongji,107,PUBLISHED_FIELD,15.38,7.890000000000001,16.080000000000002,13.604082611723737,17.567051509736984,9.471292517006804,6,RG_AdaFedResidual
virtual,107,DISCLOSED_DIGITAL_TWIN,0.35,9.42,26.64,0.3427927051810495,20.40081560199312,12.450285714285714,6,RG_AdaFedResidual
austin,108,PUBLISHED_FIELD,0.55,9.31,26.49,0.5440393486017134,19.15534710787578,11.627142857142855,6,RG_AdaFedResidual
tongji,108,PUBLISHED_FIELD,10.21,7.91,17.71,13.269172675932593,17.00828857931323,9.38513629969793,6,RG_AdaFedResidual
virtual,108,DISCLOSED_DIGITAL_TWIN,0.34,9.43,26.69,0.3478834505275311,20.45652126056368,12.469236576786022,6,RG_AdaFedResidual
austin,109,PUBLISHED_FIELD,0.53,9.28,26.36,0.5448000802601257,18.97766702766607,11.580491432011144,6,RG_AdaFedResidual
tongji,109,PUBLISHED_FIELD,9.12,7.9,17.43,12.611673078219258,16.737694698630744,9.358299581423916,6,RG_AdaFedResidual
virtual,109,DISCLOSED_DIGITAL_TWIN,0.35,9.43,26.76,0.3469152024176551,20.460339411516927,12.496,6,RG_AdaFedResidual
austin,110,PUBLISHED_FIELD,0.54,9.34,26.33,0.5432256165125202,19.31638188909495,11.569709669279108,6,RG_AdaFedResidual
tongji,110,PUBLISHED_FIELD,12.39,7.94,17.76,12.27564373251498,16.881182946632812,9.349251700680272,6,RG_AdaFedResidual
virtual,110,DISCLOSED_DIGITAL_TWIN,0.34,9.44,26.66,0.3426200873194243,20.506501708856728,12.457567394467937,6,RG_AdaFedResidual
austin,111,PUBLISHED_FIELD,0.56,9.29,26.38,0.5446156629227912,19.055515864976865,11.588285714285714,6,RG_AdaFedResidual
tongji,111,PUBLISHED_FIELD,9.05,7.94,18.72,11.822840914777403,16.68967520154096,9.326102350263024,6,RG_AdaFedResidual
virtual,111,DISCLOSED_DIGITAL_TWIN,0.34,9.45,26.71,0.3475187771544371,20.5749099046876,12.476838953622297,6,RG_AdaFedResidual
austin,112,PUBLISHED_FIELD,0.55,9.34,26.2,0.5455061266705509,19.32580165333032,11.52357142857143,6,RG_AdaFedResidual
tongji,112,PUBLISHED_FIELD,9.0,7.98,19.55,11.27391125240137,16.718204146432775,9.303697057921145,6,RG_AdaFedResidual
virtual,112,DISCLOSED_DIGITAL_TWIN,0.34,9.42,26.61,0.3458468297518151,20.393312972544784,12.438667283645795,6,RG_AdaFedResidual
austin,113,PUBLISHED_FIELD,0.54,9.29,26.34,0.5473834382113194,19.038078971941893,11.573459290209057,6,RG_AdaFedResidual
tongji,113,PUBLISHED_FIELD,8.19,8.040000000000001,20.48,10.898641380748913,16.91305855700093,9.451645226425128,6,RG_AdaFedResidual
virtual,113,DISCLOSED_DIGITAL_TWIN,0.33,9.44,26.8,0.3459701634993458,20.51258401141252,12.511053874140924,6,RG_AdaFedResidual
austin,114,PUBLISHED_FIELD,0.55,9.29,26.43,0.5465505253268446,19.04171074423942,11.605714285714283,6,RG_AdaFedResidual
tongji,114,PUBLISHED_FIELD,10.09,8.03,20.44,10.737700560195297,16.80187611683336,9.431470771164436,6,RG_AdaFedResidual
virtual,114,DISCLOSED_DIGITAL_TWIN,0.36,9.43,26.58,0.3445478419198054,20.478231292517005,12.427885714285717,6,RG_AdaFedResidual
austin,115,PUBLISHED_FIELD,0.55,9.31,26.28,0.5485283409603308,19.15534710787578,11.552142857142856,6,RG_AdaFedResidual
tongji,115,PUBLISHED_FIELD,9.02,8.120000000000001,20.47,10.719186805066968,17.284446758603874,9.440919189322464,6,RG_AdaFedResidual
virtual,115,DISCLOSED_DIGITAL_TWIN,0.37,9.42,26.65,0.3665990480661008,20.436363101421406,12.455009523809524,6,RG_AdaFedResidual
austin,116,PUBLISHED_FIELD,0.5700000000000001,9.36,26.2,0.5484001364094032,19.466932032844944,11.524428571428572,6,RG_AdaFedResidual
tongji,116,PUBLISHED_FIELD,14.13,8.14,18.78,11.201637971348084,18.53515073138354,9.420272108843536,6,RG_AdaFedResidual
virtual,116,DISCLOSED_DIGITAL_TWIN,0.29,9.38,26.65,0.364688821306193,20.188919471931136,12.454766727069236,6,RG_AdaFedResidual
austin,117,PUBLISHED_FIELD,0.51,9.26,26.36,0.5493606869200343,18.87036959289192,11.580686886582283,6,RG_AdaFedResidual
tongji,117,PUBLISHED_FIELD,14.69,8.21,18.61,12.716372399821209,19.092165054684525,9.44312925170068,6,RG_AdaFedResidual
virtual,117,DISCLOSED_DIGITAL_TWIN,0.3,9.41,26.68,0.3068947689356024,20.261202840598425,12.463553284675152,6,RG_AdaFedResidual
austin,118,PUBLISHED_FIELD,0.55,9.31,26.18,0.5487701446471482,19.15534710787578,11.516428571428571,6,RG_AdaFedResidual
tongji,118,PUBLISHED_FIELD,15.12,8.22,18.89,14.01682433506029,19.28033121561128,9.460680272108844,6,RG_AdaFedResidual
virtual,118,DISCLOSED_DIGITAL_TWIN,0.33,9.41,26.81,0.310157445626207,20.304757682966944,12.514133333333335,6,RG_AdaFedResidual
austin,119,PUBLISHED_FIELD,0.54,9.27,26.42,0.5486121844053382,18.926149122509127,11.602083379331658,6,RG_AdaFedResidual
tongji,119,PUBLISHED_FIELD,15.07,8.22,19.47,14.766367664679429,19.264847432465224,9.458639455782317,6,RG_AdaFedResidual
virtual,119,DISCLOSED_DIGITAL_TWIN,0.36,9.39,26.8,0.3358059196815984,20.24013605442177,12.51169523809524,6,RG_AdaFedResidual
austin,120,PUBLISHED_FIELD,0.56,9.31,26.49,0.5489098498832448,19.169152228613225,11.627571428571429,6,RG_AdaFedResidual
tongji,120,PUBLISHED_FIELD,15.68,8.2,20.63,14.99927706363948,19.34372293412049,9.6978231292517,6,RG_AdaFedResidual
virtual,120,DISCLOSED_DIGITAL_TWIN,0.32,9.44,26.52,0.3425967307644507,20.50645920362187,12.404232993406374,6,RG_AdaFedResidual
austin,121,PUBLISHED_FIELD,0.5700000000000001,9.31,26.41,0.553587912559574,19.182841123754045,11.599428571428572,7,RG_AdaFedResidual
tongji,121,PUBLISHED_FIELD,15.97,8.18,21.01,14.8939494538266,19.323211007212947,9.838911564625851,7,RG_AdaFedResidual
virtual,121,DISCLOSED_DIGITAL_TWIN,0.28,9.42,26.4,0.3348051943291691,20.373153868680017,12.358162523169336,7,RG_AdaFedResidual
austin,122,PUBLISHED_FIELD,0.52,9.32,26.39,0.5539836659270445,19.217678917065324,11.5915992999683,7,RG_AdaFedResidual
tongji,122,PUBLISHED_FIELD,18.4,8.11,21.5,14.82916905093496,19.65904742466852,10.104761904761904,7,RG_AdaFedResidual
virtual,122,DISCLOSED_DIGITAL_TWIN,0.33,9.36,26.39,0.3308711185159316,20.008751652853142,12.354173155894063,7,RG_AdaFedResidual
austin,123,PUBLISHED_FIELD,0.5700000000000001,9.32,26.33,0.5580620211962235,19.239659305572225,11.570857142857143,7,RG_AdaFedResidual
tongji,123,PUBLISHED_FIELD,15.79,8.08,22.02,14.86202401513552,18.725071361356097,10.175102040816329,7,RG_AdaFedResidual
virtual,123,DISCLOSED_DIGITAL_TWIN,0.31,9.43,26.48,0.3222956382622395,20.409449582361944,12.388066848225323,7,RG_AdaFedResidual
austin,124,PUBLISHED_FIELD,0.52,9.34,26.21,0.5474970839278598,19.32232779122045,11.527035589311192,7,RG_AdaFedResidual
tongji,124,PUBLISHED_FIELD,16.1,8.09,21.54,15.238901368428268,18.873410924623183,10.024489795918369,7,RG_AdaFedResidual
virtual,124,DISCLOSED_DIGITAL_TWIN,0.32,9.41,26.55,0.3287361864883568,20.30241389381872,12.415027939953752,7,RG_AdaFedResidual
austin,125,PUBLISHED_FIELD,0.56,9.29,26.28,0.5561472304291103,19.055515864976865,11.55257142857143,7,RG_AdaFedResidual
tongji,125,PUBLISHED_FIELD,13.5,8.23,22.01,15.558662160828373,19.469683541992296,10.162258319489592,7,RG_AdaFedResidual
virtual,125,DISCLOSED_DIGITAL_TWIN,0.32,9.4,26.53,0.3296957899863437,20.24467009843072,12.407452759923189,7,RG_AdaFedResidual
austin,126,PUBLISHED_FIELD,0.53,9.33,26.53,0.5488361691703104,19.26736909402944,11.641378692964444,7,RG_AdaFedResidual
tongji,126,PUBLISHED_FIELD,13.92,8.3,21.35,15.847143657600403,19.938102466168715,9.949543278541514,7,RG_AdaFedResidual
virtual,126,DISCLOSED_DIGITAL_TWIN,0.3,9.41,26.72,0.3272606008827554,20.299671892710265,12.479722389373686,7,RG_AdaFedResidual
austin,127,PUBLISHED_FIELD,0.53,9.34,26.27,0.5475884248628384,19.32245469776442,11.548468075351265,7,RG_AdaFedResidual
tongji,127,PUBLISHED_FIELD,15.22,8.24,21.94,16.114817326293522,19.693103402632467,10.161149006515384,7,RG_AdaFedResidual
virtual,127,DISCLOSED_DIGITAL_TWIN,0.34,9.47,26.49,0.3331580118320534,20.68029630507048,12.392685714285715,7,RG_AdaFedResidual
austin,128,PUBLISHED_FIELD,0.54,9.29,26.32,0.5472507935863089,19.037894643217,11.566310748296557,7,RG_AdaFedResidual
